lexeme,category,declension,variation,kind,additional_info
amphorarius,a1,1,1,POS,XXXFO
amplus,a1,1,1,nor,XXXAO
amplificus,a1,1,1,POS,XXXFO
ampliusculus,a1,1,1,POS,XXXFO
ampullaceus,a1,1,1,POS,XXXEO
amurcarius,a1,1,1,POS,XAXFO
amycticus,a1,1,1,POS,DBXFS
amydalinus,a1,1,1,POS,EXXEE
amygdalaceus,a1,1,1,POS,XAXNS
amygdaleus,a1,1,1,POS,XAXNS
amygdalinus,a1,1,1,POS,XAXNO
anus,a1,1,1,POS,XXXBO
anachoreticus,a1,1,1,POS,FEXFE
anaglyphus,a1,1,1,POS,DTXFS
anaglyptus,a1,1,1,POS,XTXEO
anaglyptarius,a1,1,1,POS,XTXIO
anaglypticus,a1,1,1,POS,DTXFS
analogus,a1,1,1,POS,XGXFO
analogicus,a1,1,1,POS,XGXFO
analphabetus,a1,1,1,POS,GXXEK
anapaestus,a1,1,1,POS,XPXCO
anapaesticus,a1,1,1,POS,XPXFO
anaphoricus,a1,1,1,POS,XSXFO
anapleroticus,a1,1,1,POS,DXXFS
anastomoticus,a1,1,1,POS,XBXFO
anatarius,a1,1,1,POS,XAXNS
anatinus,a1,1,1,POS,XAXFO
anatomicus,a1,1,1,POS,GBXEK
anatonus,a1,1,1,POS,XWXFO
ancisus,a1,1,1,POS,XXXFO
ancorarius,a1,1,1,POS,XWXFO
aneclogistus,a1,1,1,POS,XXXFO
aneticus,a1,1,1,POS,DXXFS
anetinus,a1,1,1,POS,XAXEO
anfractus,a1,1,1,POS,XXXFO
anfractuosus,a1,1,1,POS,DGXES
angelicus,a1,1,1,POS,EEXCE
angelicus,a1,1,1,POS,EEXCE
angelificatus,a1,1,1,POS,DEXFS
Anglicanus,a1,1,1,POS,GEBDE
angolarius,a1,1,1,POS,XXXIO
angueus,a1,1,1,POS,DAXFS
anguicomus,a1,1,1,POS,XXXEO
anguimanus,a1,1,1,POS,XAXFS
anguinus,a1,1,1,POS,XAXCO
anguineus,a1,1,1,POS,XAXEO
angularius,a1,1,1,POS,XXXIO
angulatus,a1,1,1,POS,DXXES
angulosus,a1,1,1,POS,XXXDO
angustus,a1,1,1,nor,XXXAO
angusticlavius,a1,1,1,POS,XXXFO
anhelus,a1,1,1,POS,XXXBO
aniatrologetus,a1,1,1,POS,XBXFO
anicetus,a1,1,1,POS,XXXIO
animaequus,a1,1,1,POS,DXXES
animatus,a1,1,1,POS,XXXCO
animosus,a1,1,1,POS,XXXBO
annarius,a1,1,1,POS,XXXFO
annexus,a1,1,1,POS,XXXDO
anniculus,a1,1,1,POS,XXXCO
anniversarius,a1,1,1,POS,XXXCO
annixus,a1,1,1,POS,XXXFO
annonarius,a1,1,1,POS,XXXEO
annosus,a1,1,1,POS,XXXCO
annotinus,a1,1,1,POS,XXXDO
annuus,a1,1,1,POS,XXXBO
annuculus,a1,1,1,POS,XXXCO
annulus,a1,1,1,POS,DXXES
annularius,a1,1,1,POS,DXXES
annulatus,a1,1,1,POS,DXXES
annuntius,a1,1,1,POS,XXXFO
anodynus,a1,1,1,POS,XXXEO
anomalus,a1,1,1,POS,DGXFS
anonymus,a1,1,1,POS,EXXEE
ansatus,a1,1,1,POS,XXXDO
anserinus,a1,1,1,POS,XAXDO
antamoebaeus,a1,1,1,POS,DPXES
antarcticus,a1,1,1,POS,XSXEO
antarius,a1,1,1,POS,XWXEO
anteactus,a1,1,1,POS,XXXDO
antecantativus,a1,1,1,POS,DXXES
antefixus,a1,1,1,POS,XTXFO
antelucanus,a1,1,1,POS,XXXCO
antemeridianus,a1,1,1,POS,XXXDO
antemuranus,a1,1,1,POS,DXXFS
antepaenultimus,a1,1,1,POS,DGXFS
antependulus,a1,1,1,POS,XXXFO
anteportanus,a1,1,1,POS,XYXIO
antepreparatorius,a1,1,1,POS,HXXFE
anteurbanus,a1,1,1,POS,XXXFO
anteventulus,a1,1,1,POS,XXXFO
anthinus,a1,1,1,POS,XAXNO
anthracinus,a1,1,1,POS,XXXFS
anthropocentricus,a1,1,1,POS,GXXEK
anthropologicus,a1,1,1,POS,HXXFE
anthropomorphus,a1,1,1,POS,GXXEK
anthropomorphitus,a1,1,1,POS,DEXFS
antiaerius,a1,1,1,POS,HWXEK
antiboreus,a1,1,1,POS,XSXFS
anticus,a1,1,1,POS,XXXES
anticonceptivus,a1,1,1,POS,HBXEK
anticuus,a1,1,1,nor,XXXAO
antidactylus,a1,1,1,POS,DPXFS
antiinfectiosus,a1,1,1,POS,GBXEK
antilucanus,a1,1,1,POS,XXXCO
Antiochenus,a1,1,1,POS,XXQFS
Antiochinus,a1,1,1,POS,XXQFS
antioxydativus,a1,1,1,POS,GSXEK
antiphonus,a1,1,1,POS,FXXFE
antiphonarius,a1,1,1,POS,FXXFE
antiquus,a1,1,1,nor,XXXAO
antiquarius,a1,1,1,POS,DXXES
antiquatus,a1,1,1,nor,FXXEE
antiquitus,a1,1,1,nor,FXXEE
antirabicus,a1,1,1,POS,HBXEK
antisepticus,a1,1,1,POS,HBXEK
antomasivus,a1,1,1,POS,DGXFS
Antonius,a1,1,1,POS,XXXCO
anularius,a1,1,1,POS,XXXEO
anulatus,a1,1,1,POS,XXXEO
anxius,a1,1,1,POS,XXXBO
anxiosus,a1,1,1,POS,DXXFS
apalus,a1,1,1,POS,XXXEO
apathicus,a1,1,1,POS,GXXEK
apertus,a1,1,1,nor,XXXAO
apiacus,a1,1,1,POS,XAXFO
apiacius,a1,1,1,POS,XAXFO
apianus,a1,1,1,POS,XAXNO
apiarius,a1,1,1,POS,XAXFS
apiatus,a1,1,1,POS,XAXNO
apicatus,a1,1,1,POS,XEXFO
apicius,a1,1,1,POS,XAXFO
apocalypticus,a1,1,1,POS,EXXEE
apocatus,a1,1,1,POS,XLXIO
apocatastaticus,a1,1,1,POS,DSXFS
apochatus,a1,1,1,POS,XLXIO
apocryphus,a1,1,1,POS,DEXCS
apodicticus,a1,1,1,POS,XGXFO
apogeus,a1,1,1,POS,XXXNO
apolectus,a1,1,1,POS,XXXNO
apoliticus,a1,1,1,POS,GXXEK
apologeticus,a1,1,1,POS,FXXEE
apophoretus,a1,1,1,POS,XXXFO
apoplecticus,a1,1,1,POS,DBXES
apostaticus,a1,1,1,POS,DEXEE
apostolicus,a1,1,1,POS,DEXCS
apparatus,a1,1,1,nor,XXXCO
apparitorius,a1,1,1,POS,XLXFO
appellativus,a1,1,1,POS,XGXFO
appellatorius,a1,1,1,POS,XXXEO
appensorius,a1,1,1,POS,EXXEE
appetivitus,a1,1,1,POS,XXXEE
applicatus,a1,1,1,POS,XXXCO
apporrectus,a1,1,1,POS,XXXFO
appositus,a1,1,1,nor,XXXBO
appotus,a1,1,1,POS,XXXEO
approbus,a1,1,1,POS,XXXEO
aprarius,a1,1,1,POS,XXXFO
apricus,a1,1,1,nor,XXXCO
aprinus,a1,1,1,POS,XAXEO
aprineus,a1,1,1,POS,XAXFO
aprugineus,a1,1,1,POS,DAXFS
aprugnus,a1,1,1,POS,XAXEO
aprunus,a1,1,1,POS,XAXEO
apscisus,a1,1,1,nor,XXXCO
apsconditus,a1,1,1,POS,XXXAO
apsconsus,a1,1,1,POS,EXXCE
apsentivus,a1,1,1,POS,XXXFS
apsinthius,a1,1,1,POS,XAXFS
apsistus,a1,1,1,POS,DXXFS
apsolutus,a1,1,1,nor,XXXBO
apsolutorius,a1,1,1,POS,XXXCO
apsonus,a1,1,1,POS,XXXCO
apstemius,a1,1,1,POS,XXXCO
apstrusus,a1,1,1,nor,XXXBO
apsurdus,a1,1,1,POS,XXXBO
aptus,a1,1,1,nor,XXXAO
apterus,a1,1,1,POS,GXXEK
apyrenus,a1,1,1,POS,XAXDO
apyretus,a1,1,1,POS,DBXES
apyrinus,a1,1,1,POS,XAXEO
aquarius,a1,1,1,POS,XXXCO
aquatus,a1,1,1,nor,XXXDO
aquaticus,a1,1,1,POS,XXXEO
aqueus,a1,1,1,POS,FXXFM
aquiducus,a1,1,1,POS,DXXFS
aquifolius,a1,1,1,POS,XAXNO
aquigenus,a1,1,1,POS,DXXFS
aquilus,a1,1,1,POS,XXXDO
aquilegus,a1,1,1,POS,DXXES
aquilentus,a1,1,1,POS,XXXFO
Aquilius,a1,1,1,POS,XXXDO
aquilinus,a1,1,1,POS,XAXEO
aquilonius,a1,1,1,POS,XXXCO
Aquitanus,a1,1,1,POS,XXFEO
aquosus,a1,1,1,nor,XXXCO
araneus,a1,1,1,POS,XAXEO
araneosus,a1,1,1,POS,XAXDO
arantius,a1,1,1,POS,GAXFM
aratius,a1,1,1,POS,XAXNO
aratorius,a1,1,1,POS,XAXIO
arbitrarius,a1,1,1,POS,XLXCO
arborarius,a1,1,1,POS,XAXEO
arboreus,a1,1,1,POS,XAXCO
arborius,a1,1,1,POS,XAXCO
arbustus,a1,1,1,POS,XAXDO
arbustivus,a1,1,1,POS,XAXEO
arbuteus,a1,1,1,POS,XAXCO
arcanus,a1,1,1,POS,XXXBO
arcarius,a1,1,1,POS,XXXFO
arcelacus,a1,1,1,POS,XAXFO
arcellacus,a1,1,1,POS,XAXFS
arceracus,a1,1,1,POS,XAXNO
arcessitus,a1,1,1,POS,XXXCO
arceuthinus,a1,1,1,POS,DEXFS
archaeologicus,a1,1,1,POS,HSXFE
archaicus,a1,1,1,POS,GXXEK
archetypus,a1,1,1,POS,XXXDO
Archiacus,a1,1,1,POS,XXXFS
archidictus,a1,1,1,POS,EXXEN
architectonicus,a1,1,1,POS,XTXFO
arcifinius,a1,1,1,POS,XLXEO
arctus,a1,1,1,POS,XXXBO
arcticus,a1,1,1,POS,XSXEO
Arctous,a1,1,1,POS,XXXCO
arctous,a1,1,1,POS,XPXFS
arcuarius,a1,1,1,POS,XXXES
arcuatus,a1,1,1,POS,XTXCO
ardus,a1,1,1,nor,XXXAO
ardesiacus,a1,1,1,POS,GXXEK
ardifetus,a1,1,1,POS,XXXFO
arduus,a1,1,1,nor,XXXAO
arenaceus,a1,1,1,POS,XXXNS
arenarius,a1,1,1,POS,DXXES
arenatus,a1,1,1,POS,XTXFS
arenivagus,a1,1,1,POS,XXXFS
arenosus,a1,1,1,POS,XXXCO
argentarius,a1,1,1,POS,XXXCO
argentatus,a1,1,1,POS,XXXDO
argenteus,a1,1,1,POS,XXXCO
argenteolus,a1,1,1,POS,XXXEO
argentiolus,a1,1,1,POS,XXXEO
argentosus,a1,1,1,POS,XXXNO
argillaceus,a1,1,1,POS,XXXNO
argillosus,a1,1,1,POS,XXXEO
argumentativus,a1,1,1,POS,ESXDX
argumentosus,a1,1,1,POS,XXXFO
argutus,a1,1,1,nor,XXXBO
argutulus,a1,1,1,POS,XXXEO
argyrocorinthus,a1,1,1,POS,XTXIO
arhythmus,a1,1,1,POS,DXXFS
arhythmatus,a1,1,1,POS,DXXFS
aridus,a1,1,1,nor,XXXAO
aridulus,a1,1,1,POS,XXXEO
arietarius,a1,1,1,POS,XXXFO
arietillus,a1,1,1,POS,XAXFO
arietinus,a1,1,1,POS,XAXDO
arificus,a1,1,1,POS,DXXFS
aristatus,a1,1,1,POS,XAXFO
aristosus,a1,1,1,POS,XAXFS
arithmeticus,a1,1,1,POS,XSXEO
armamentarius,a1,1,1,POS,XWXIO
armatus,a1,1,1,nor,XWXBO
Armenius,a1,1,1,POS,XXQCO
armeniacus,a1,1,1,POS,GXXEK
armentarius,a1,1,1,POS,XAXFO
armenticius,a1,1,1,POS,XAXEO
armentivus,a1,1,1,POS,XAXNO
armentosus,a1,1,1,nor,XAXFO
armillatus,a1,1,1,POS,XXXDO
armisonus,a1,1,1,POS,XWXCO
armoniacus,a1,1,1,POS,FSXEM
armonicus,a1,1,1,POS,XDXEO
aromaticus,a1,1,1,POS,DXXFS
arquatus,a1,1,1,POS,XTXCO
arrectus,a1,1,1,nor,XXXEL
arrectarius,a1,1,1,POS,DTXES
arreptius,a1,1,1,POS,DXXFS
arrepticius,a1,1,1,POS,DXXES
arreptitius,a1,1,1,POS,EXXEE
arreptivus,a1,1,1,POS,DXXFZ
artus,a1,1,1,nor,XXXAO
artatus,a1,1,1,POS,XXXES
arteriacus,a1,1,1,POS,XBXEO
arthriticus,a1,1,1,POS,XBXEO
artius,a1,1,1,POS,XXXFO
articularius,a1,1,1,POS,XBXFO
articulatus,a1,1,1,POS,DXXES
articulosus,a1,1,1,POS,XXXEO
artificiatus,a1,1,1,POS,FXXEZ
artificiosus,a1,1,1,nor,XTXBO
artopticius,a1,1,1,POS,XXXNO
artuatus,a1,1,1,POS,DXXFS
artutus,a1,1,1,POS,XBXFO
arundineus,a1,1,1,POS,XAXCO
arvus,a1,1,1,POS,XAXEO
asarotus,a1,1,1,POS,XXXFS
asceticus,a1,1,1,POS,EEXFE
ascius,a1,1,1,POS,XSXNO
ascitus,a1,1,1,POS,XXXES
ascripticius,a1,1,1,POS,XWXEO
ascriptivus,a1,1,1,POS,XWXEO
asepticus,a1,1,1,POS,GBXEK
Asianus,a1,1,1,POS,XXXCO
Asiaticus,a1,1,1,POS,XXQCO
asinus,a1,1,1,POS,XAXCO
asinarius,a1,1,1,POS,XAXCO
asinastrus,a1,1,1,POS,XAXFO
asininus,a1,1,1,POS,XAXDO
asomatus,a1,1,1,POS,DXXFS
asotus,a1,1,1,POS,XXXDO
assus,a1,1,1,POS,XXXCO
assarius,a1,1,1,POS,XXXFO
assertorius,a1,1,1,POS,DLXFS
assessorius,a1,1,1,POS,DLXFS
assiduus,a1,1,1,nor,XXXAO
assifornus,a1,1,1,POS,XDXIO
assimilatus,a1,1,1,POS,XXXES
assimulatus,a1,1,1,POS,XXXES
assimulaticius,a1,1,1,POS,DLXES
assitus,a1,1,1,POS,XXXEO
associus,a1,1,1,POS,DXXFS
assuetus,a1,1,1,nor,XXXBO
assumptivus,a1,1,1,POS,XGXEO
astatus,a1,1,1,POS,XWXDO
asthmaticus,a1,1,1,POS,XBXNO
asticus,a1,1,1,POS,XXXEO
astrapoplectus,a1,1,1,POS,XXXES
astricus,a1,1,1,POS,XSXFO
astrictus,a1,1,1,nor,XXXBO
astrictorius,a1,1,1,POS,XBXNO
astrificus,a1,1,1,POS,DSXFS
astriloquus,a1,1,1,POS,DSXFS
astrilucus,a1,1,1,POS,DSXFS
astronauticus,a1,1,1,POS,HSXEK
astronomicus,a1,1,1,POS,DSXCS
astrosus,a1,1,1,POS,XXXIO
astutus,a1,1,1,nor,XXXCO
astutulus,a1,1,1,POS,XXXEO
asureus,a1,1,1,POS,FXXDM
asymbolus,a1,1,1,POS,XXXEO
asyndetus,a1,1,1,POS,DSXES
Atheneus,a1,1,1,POS,XXHCO
athleticus,a1,1,1,POS,XXXEO
atmosphaericus,a1,1,1,POS,GXXEK
atomus,a1,1,1,POS,XSXNO
atomicus,a1,1,1,POS,HSXEK
atratus,a1,1,1,POS,XXXCO
atricapillus,a1,1,1,POS,XXXFS
atritus,a1,1,1,nor,XXXFO
atrophus,a1,1,1,POS,XBXNO
atrotus,a1,1,1,POS,XXXFO
attentus,a1,1,1,nor,XXXCO
attenuatus,a1,1,1,nor,XXXEO
atterraneus,a1,1,1,POS,XXXFO
attertiarius,a1,1,1,POS,DXXFS
attertiatus,a1,1,1,POS,XXXFS
attestatus,a1,1,1,POS,XXXEO
Atticus,a1,1,1,POS,XXXCO
attiguus,a1,1,1,POS,XXXDO
attonitus,a1,1,1,POS,XXXBO
attractus,a1,1,1,nor,XXXEO
attractivus,a1,1,1,POS,FXXEK
attractorius,a1,1,1,POS,DXXFS
attributus,a1,1,1,POS,XXXES
attritus,a1,1,1,nor,XXXCO
atypus,a1,1,1,POS,XXXFO
auctus,a1,1,1,nor,XXXCO
auctificus,a1,1,1,POS,XXXFO
auctionarius,a1,1,1,POS,XXXCO
auctoritativus,a1,1,1,POS,FXXEM
auctumnus,a1,1,1,POS,XXXDS
aucupabundus,a1,1,1,POS,DXXFS
aucupatorius,a1,1,1,POS,XAXEO
audaculus,a1,1,1,POS,XXXEO
auditorius,a1,1,1,POS,DXXES
audivisificus,a1,1,1,POS,HXXEK
auguratus,a1,1,1,POS,XEXEO
augurius,a1,1,1,POS,XEXEO
Augustus,a1,1,1,POS,XXXCO
augustus,a1,1,1,nor,XEXCO
augustatus,a1,1,1,POS,DEXES
auleticus,a1,1,1,POS,XAXNS
aulicus,a1,1,1,POS,XLXEO
aulicocius,a1,1,1,POS,XXXEO
aulicoctus,a1,1,1,POS,XXXEO
aulicoquius,a1,1,1,POS,XXXEO
aurantius,a1,1,1,POS,GXXFM
aurantiacus,a1,1,1,POS,GXXEK
aurarius,a1,1,1,POS,XXXEO
auratus,a1,1,1,POS,XXXBO
aureus,a1,1,1,POS,XXXBO
aureatus,a1,1,1,POS,DXXFS
aureolus,a1,1,1,POS,XXXCO
auricalcinus,a1,1,1,POS,EXXFW
aurichalcinus,a1,1,1,POS,XXXIO
auricomus,a1,1,1,POS,XXXEO
auricularius,a1,1,1,POS,XBXEO
aurifluus,a1,1,1,POS,XXXFS
aurifrisius,a1,1,1,POS,EXXFE
aurifrisiatus,a1,1,1,POS,EXXFE
aurigenus,a1,1,1,POS,XYXFO
aurigineus,a1,1,1,POS,DBXFS
auriginosus,a1,1,1,POS,DBXFS
auriolus,a1,1,1,POS,XXXCO
auriphrygius,a1,1,1,POS,EXXFE
auriphrygiatus,a1,1,1,POS,EXXFE
auritus,a1,1,1,POS,XXXCO
aurochalcinus,a1,1,1,POS,XXXIO
aurosus,a1,1,1,POS,XXXNO
aurugineus,a1,1,1,POS,DBXFS
auruginosus,a1,1,1,POS,DBXFS
aurulentus,a1,1,1,POS,DXXFS
auspicatus,a1,1,1,nor,XXXCO
austerus,a1,1,1,nor,XXXBO
austerulus,a1,1,1,POS,XXXFO
austrinus,a1,1,1,POS,XXXDO
autenticus,a1,1,1,POS,FDXEO
authemerus,a1,1,1,POS,XXXEO
authenticus,a1,1,1,POS,XXXEO
autochthonus,a1,1,1,POS,XXXFE
autocineticus,a1,1,1,POS,GXXEK
autocratus,a1,1,1,POS,XXXIO
autocthonus,a1,1,1,POS,XXXFO
autographus,a1,1,1,POS,XXXEO
automatus,a1,1,1,POS,XTXES
automatarius,a1,1,1,POS,XTXIO
automaticus,a1,1,1,POS,GXXEK
automatopoetus,a1,1,1,POS,XTXFO
autonomus,a1,1,1,POS,FXXEM
autopyrus,a1,1,1,POS,XAXEO
autumnus,a1,1,1,POS,XXXDO
auxiliabundus,a1,1,1,POS,XXXFO
auxiliarus,a1,1,1,POS,XXXES
avarus,a1,1,1,nor,XXXBO
avellanus,a1,1,1,POS,XXXFS
avenaceus,a1,1,1,POS,XAXNO
avenarius,a1,1,1,POS,XAXNO
aversus,a1,1,1,nor,XXXAO
avius,a1,1,1,POS,XXXBO
aviarius,a1,1,1,POS,XAXFO
avidus,a1,1,1,nor,XXXAO
avitus,a1,1,1,POS,XXXCO
avorsus,a1,1,1,nor,XXXAO
axitiosus,a1,1,1,POS,XXXFS
azanius,a1,1,1,POS,XAXNO
Azotius,a1,1,1,POS,EXQFW
Azoticus,a1,1,1,POS,EXQFW
azureus,a1,1,1,POS,FXXCM
azymus,a1,1,1,POS,XEXFO
babbius,a1,1,1,POS,XAXNO
baburrus,a1,1,1,POS,DXXES
Babylonius,a1,1,1,POS,XXQEO
bacatus,a1,1,1,POS,XXXEO
bacchabundus,a1,1,1,POS,XEXEO
bacchiacus,a1,1,1,POS,XPXFO
baceolus,a1,1,1,POS,XXXFO
bactericidus,a1,1,1,POS,GSXEK
badius,a1,1,1,POS,XAXEO
baeticatus,a1,1,1,POS,XASFO
bajulatorius,a1,1,1,POS,DXXES
balaenaceus,a1,1,1,POS,XAXFO
balanatus,a1,1,1,POS,XAXFO
balaninus,a1,1,1,POS,XAXNO
balantus,a1,1,1,POS,XXXES
balbus,a1,1,1,POS,XXXCO
balenaceus,a1,1,1,POS,XAXFS
balinearius,a1,1,1,POS,XXXDO
balineatorius,a1,1,1,POS,DXXES
baliolus,a1,1,1,POS,DXXFS
baliscus,a1,1,1,POS,XAXNO
ballaenaceus,a1,1,1,POS,XAXFO
ballematicus,a1,1,1,POS,DDXFS
balnearius,a1,1,1,POS,XXXDO
balneatorius,a1,1,1,POS,DXXES
balsameus,a1,1,1,POS,DAXFS
balsaminus,a1,1,1,POS,XAXEO
bananicus,a1,1,1,POS,XAXNO
barbarus,a1,1,1,nor,XXXAO
barbaricus,a1,1,1,POS,XXXCO
barbatus,a1,1,1,POS,XXXCO
barbatulus,a1,1,1,POS,XXXEO
bardus,a1,1,1,POS,XXXDO
barocus,a1,1,1,POS,GXXEK
barosus,a1,1,1,POS,DXXFS
barrinus,a1,1,1,POS,DAXFS
barycus,a1,1,1,POS,XXXFS
barycephalus,a1,1,1,POS,XXXFO
basilicus,a1,1,1,POS,XXXCO
bassus,a1,1,1,POS,FXXEE
bastardus,a1,1,1,POS,FLXDM
battutus,a1,1,1,POS,GXXEK
beatus,a1,1,1,POS,DEXBX
beatificus,a1,1,1,POS,XXXFO
beatulus,a1,1,1,POS,XXXFO
bebrinus,a1,1,1,POS,DAXES
bechicus,a1,1,1,POS,DBXES
Belgicus,a1,1,1,POS,XXFCO
belivus,a1,1,1,POS,FXXFZ
bellus,a1,1,1,nor,XXXBO
bellatorus,a1,1,1,POS,XWXCS
bellatorius,a1,1,1,POS,XWXFO
bellatulus,a1,1,1,POS,XXXFS
belliatus,a1,1,1,POS,XXXFO
belliatulus,a1,1,1,POS,XXXFO
bellicus,a1,1,1,POS,XWXCO
bellicosus,a1,1,1,nor,XWXCO
bellicrepus,a1,1,1,POS,XWXFO
bellisonus,a1,1,1,POS,DWXFS
bellosus,a1,1,1,POS,XWXFO
belluatus,a1,1,1,POS,XAXFS
belluinus,a1,1,1,POS,XAXFO
bellulus,a1,1,1,POS,XXXEO
beluus,a1,1,1,POS,XAXFO
beluatus,a1,1,1,POS,XAXFO
beluinus,a1,1,1,POS,XAXFO
beluosus,a1,1,1,POS,XAXFO
benedicus,a1,1,1,POS,DXXFS
benedictus,a1,1,1,POS,EEXDX
beneficus,a1,1,1,nor,XXXCO
beneficiarius,a1,1,1,POS,XXXFO
benemeritus,a1,1,1,nor,XXXEO
benemorius,a1,1,1,POS,XXXFO
beneplacitus,a1,1,1,POS,DEXES
benesuadus,a1,1,1,POS,XXXFO
benevolus,a1,1,1,POS,XXXCO
benignus,a1,1,1,nor,XXXBO
benivolus,a1,1,1,POS,XXXCO
bestiarius,a1,1,1,POS,DAXFS
betaceus,a1,1,1,POS,XAXEO
biaeothanatus,a1,1,1,POS,DXXFS
biblicus,a1,1,1,POS,EEXEE
biblinus,a1,1,1,POS,DXEFS
bibliographicus,a1,1,1,POS,GXXEK
bibosus,a1,1,1,POS,XXXEO
bibulus,a1,1,1,POS,XXXCO
bicameratus,a1,1,1,POS,DTXES
bicodulus,a1,1,1,POS,XAXFO
bicolorus,a1,1,1,POS,DXXCS
bicoxus,a1,1,1,POS,XXXFS
bicubitalus,a1,1,1,POS,DXXES
biduus,a1,1,1,POS,XXXFS
biduanus,a1,1,1,POS,FXXFE
bifaciatus,a1,1,1,POS,EXXFE
bifarius,a1,1,1,POS,DXXES
biferus,a1,1,1,POS,XAXEO
bifestus,a1,1,1,POS,DEXFS
bifidus,a1,1,1,POS,XXXCO
bifidatus,a1,1,1,POS,DXXFS
bifissus,a1,1,1,POS,DXXES
biforus,a1,1,1,POS,XXXDO
biformatus,a1,1,1,POS,XXXFO
bifurcus,a1,1,1,POS,XXXEO
bigus,a1,1,1,POS,XXXFS
bigamus,a1,1,1,POS,DXXES
bigatus,a1,1,1,POS,XXXEO
bigeminus,a1,1,1,POS,DXXFS
bigenus,a1,1,1,POS,GXXEK
bijugus,a1,1,1,POS,XXXCO
bikinianus,a1,1,1,POS,GXXEK
biliosus,a1,1,1,POS,XXXCO
bilongus,a1,1,1,POS,XPXFS
bimus,a1,1,1,POS,XXXBO
bimatus,a1,1,1,POS,XXXIO
bimenstruus,a1,1,1,POS,XXXES
bimotorius,a1,1,1,POS,GXXEK
bimulus,a1,1,1,POS,XXXEO
binus,a1,1,1,POS,XXXEO
binarius,a1,1,1,POS,DXXES
biographicus,a1,1,1,POS,GXXEK
biologicus,a1,1,1,POS,HSXFE
biometricus,a1,1,1,POS,HSXEK
biothanatus,a1,1,1,POS,DXXFS
bioticus,a1,1,1,POS,DXXCS
bipalmus,a1,1,1,POS,DXXES
bipartitus,a1,1,1,POS,XXXCO
bipedaneus,a1,1,1,POS,XXXDO
bipertitus,a1,1,1,POS,XXXCO
biprorus,a1,1,1,POS,XWXFO
birotus,a1,1,1,POS,DXXES
bisacutus,a1,1,1,POS,FXXEM
bisaetus,a1,1,1,POS,XAXFO
bisetus,a1,1,1,POS,XAXFS
bisomus,a1,1,1,POS,DXXFE
bisonus,a1,1,1,POS,DXXES
bissextus,a1,1,1,POS,XXXFE
bisulcus,a1,1,1,POS,XXXCO
bisulcilinguus,a1,1,1,POS,XXXFS
bisyllabus,a1,1,1,POS,XGXFO
bithalassus,a1,1,1,POS,EXHFP
bituminatus,a1,1,1,POS,XXXNO
bitumineus,a1,1,1,POS,XXXFO
bituminosus,a1,1,1,POS,XXXEO
bivius,a1,1,1,POS,XXXFO
blaesus,a1,1,1,POS,XXXCO
blandus,a1,1,1,nor,XXXAO
blandidicus,a1,1,1,POS,XXXFO
blandificus,a1,1,1,POS,XXXFS
blandifluus,a1,1,1,POS,XXXFS
blandiloquus,a1,1,1,POS,XXXFO
blandiloquentulus,a1,1,1,POS,XXXFO
blanditus,a1,1,1,POS,XXXFS
blandulus,a1,1,1,POS,XXXEO
blasphemus,a1,1,1,POS,DEXCS
blattarius,a1,1,1,POS,XAXFO
blatteus,a1,1,1,POS,DXXES
blavus,a1,1,1,POS,FXXEM
blavius,a1,1,1,POS,FXXEM
blennus,a1,1,1,POS,XXXEO
bliteus,a1,1,1,POS,XXXFO
blodius,a1,1,1,POS,FXXFM
blovius,a1,1,1,POS,FXXEM
boarius,a1,1,1,POS,XXXCO
bombycius,a1,1,1,POS,XXXEO
bombycinus,a1,1,1,POS,XXXEO
bonus,a1,1,1,nor,XXXAO
bonatus,a1,1,1,POS,XXXFO
bonifatus,a1,1,1,POS,DXXFS
boreus,a1,1,1,POS,XXXEO
borius,a1,1,1,POS,XXXES
bostrychus,a1,1,1,POS,DXXES
botanicus,a1,1,1,POS,GSXEK
botruosus,a1,1,1,POS,DAXFS
bovarius,a1,1,1,POS,XAXEO
bovillus,a1,1,1,POS,XAXFO
bovinus,a1,1,1,POS,DAXFS
bracatus,a1,1,1,POS,XXFCO
bracchiatus,a1,1,1,POS,XAXDO
braceus,a1,1,1,POS,XXXFS
brachiatus,a1,1,1,POS,XAXCO
bracteatus,a1,1,1,POS,XXXES
bratteatus,a1,1,1,POS,XXXEO
breviarius,a1,1,1,POS,XGXFO
breviculus,a1,1,1,POS,XXXDO
breviloquus,a1,1,1,POS,DGXES
Britannicus,a1,1,1,POS,XXXCZ
broccus,a1,1,1,POS,XAXCS
brocchus,a1,1,1,POS,XAXCO
brochus,a1,1,1,POS,XAXFS
bromosus,a1,1,1,POS,DXXES
broncus,a1,1,1,POS,XAXFS
brunus,a1,1,1,POS,EXXCM
brunetus,a1,1,1,POS,EXXEM
brunius,a1,1,1,POS,EXXEM
brunneus,a1,1,1,POS,GXXEK
brutus,a1,1,1,POS,XXXCO
bruteus,a1,1,1,POS,FXXEM
bubalus,a1,1,1,POS,DAAES
bubalinus,a1,1,1,POS,DAAES
bublus,a1,1,1,POS,XAXCO
bubulus,a1,1,1,POS,XAXCO
bubulinus,a1,1,1,POS,DAXES
bucculentus,a1,1,1,POS,XXXFO
bucerus,a1,1,1,POS,XXXDO
bucerius,a1,1,1,POS,XXXCS
bucolicus,a1,1,1,POS,XPXEO
