lexeme,category,conjugation,variation,kind,additional_info
debrio,v1,1,nor,nor,FXXEM
debuccino,v1,1,nor,TRA,DEXFS
debucino,v1,1,nor,TRA,DEXFS
decachinno,v1,1,nor,TRA,DEXFS
decacro,v1,1,nor,TRA,XXXEO
decacumino,v1,1,nor,TRA,XAXEO
decalautico,v1,1,nor,TRA,XXXFO
decalco,v1,1,nor,TRA,DXXFS
decalesco,v3,3,nor,INT,DXXFS
decalifacio,v3,3,nor,TRA,DXXFS
decalifio,v3,3,nor,SEM,DXXFS
decalvo,v1,1,nor,TRA,DXXDS
decano,v3,3,nor,TRA,DEXFS
decanto,v1,1,nor,nor,GXXEK
decapito,v1,1,nor,nor,FXXEM
decarmino,v1,1,nor,TRA,DPXFS
decarno,v1,1,nor,TRA,DXXDS
decarpo,v3,3,nor,TRA,XXXEO
decaulesco,v3,3,nor,INT,XAXNO
dececro,v1,1,nor,TRA,XXXEO
decedo,v3,3,nor,INT,XXXAO
decello,v3,3,nor,TRA,DXXES
decemplico,v1,1,nor,TRA,XSXFO
decerno,v3,3,nor,nor,XXXAO
decerpo,v3,3,nor,TRA,XXXBO
decerto,v1,1,nor,nor,XXXBO
decharmido,v1,1,nor,TRA,BDXFS
decido,v3,3,nor,TRA,XXXBO
decimo,v1,1,nor,TRA,XWXDO
decineresco,v3,3,nor,INT,DXXFS
decipio,v3,3,nor,TRA,XXXBO
decircino,v1,1,nor,TRA,XXXEO
declamo,v1,1,nor,nor,XGXCO
declamito,v1,1,nor,nor,XGXCO
declaro,v1,1,nor,TRA,XXXBO
declino,v1,1,nor,nor,XXXAO
decludo,v3,3,nor,TRA,XXXFO
decoco,v3,3,nor,nor,XXXBO
decolo,v1,1,nor,nor,XXXDO
decollo,v1,1,nor,nor,XXXEO
decoloro,v1,1,nor,TRA,XXXCO
deconcilio,v1,1,nor,TRA,XXXFO
deconcto,v1,1,nor,DEP,XXXEO
decondo,v3,3,nor,TRA,XXXFO
deconto,v1,1,nor,DEP,DXXFS
decoquo,v3,3,nor,nor,XXXBO
decoro,v1,1,nor,nor,XXXBO
decorio,v1,1,nor,TRA,DXXES
decortico,v1,1,nor,TRA,XAXNO
decremo,v1,1,nor,TRA,DXXFS
decresco,v3,3,nor,nor,XXXBO
decrimino,v1,1,nor,TRA,XXXFO
decrusto,v1,1,nor,TRA,DXXFS
decubo,v1,1,nor,INT,XXXFO
deculco,v1,1,nor,TRA,XXXEO
deculto,v1,1,nor,TRA,DXXFS
decumo,v1,1,nor,TRA,XWXDO
decumbo,v3,3,nor,INT,XXXCO
decuncto,v1,1,nor,DEP,XXXEO
decurio,v1,1,nor,TRA,XWXCO
decurro,v3,3,nor,nor,XWXAO
decurto,v1,1,nor,TRA,XXXDS
decusso,v1,1,nor,TRA,XXXDO
decutio,v3,3,nor,TRA,XXXCO
decutio,v4,4,nor,TRA,DXXFS
dedo,v3,3,nor,TRA,XXXBO
dedeco,v3,3,nor,IMP,XXXCO
dedecoro,v1,1,nor,TRA,XXXCO
dedico,v1,1,nor,TRA,XXXBO
dedico,v3,3,nor,nor,FXXEM
dedigno,v1,1,nor,TRA,DXXFS
dedisco,v3,3,nor,TRA,XXXCO
dedolo,v1,1,nor,TRA,XXXCO
dedomo,v1,1,nor,TRA,DXXFS
deduco,v3,3,nor,TRA,XXXAO
deerro,v1,1,nor,INT,XXXCO
defaeco,v1,1,nor,TRA,XSXCO
defaenero,v1,1,nor,TRA,XXXEO
defatigo,v1,1,nor,TRA,XXXCO
defatisco,v3,3,nor,DEP,XXXEO
defeco,v1,1,nor,TRA,XSXFS
defendo,v3,3,nor,TRA,XXXAO
defendito,v1,1,nor,TRA,XXXEO
defenero,v1,1,nor,TRA,XXXEO
defenso,v1,1,nor,TRA,XXXCO
defero,v3,3,nor,nor,XXXAO
defervefacio,v3,3,nor,TRA,XXXDO
defervefio,v3,3,nor,SEM,XXXDO
defervesco,v3,3,nor,INT,XSXCO
defetigo,v1,1,nor,TRA,XXXCO
defetisco,v3,3,nor,DEP,XXXCO
defio,v3,3,nor,SEM,XXXCO
defico,v1,1,nor,TRA,DEXES
deficio,v3,3,nor,TRA,XXXCO
defigo,v3,3,nor,TRA,XXXBO
defindo,v3,3,nor,TRA,BXXFO
defingo,v3,3,nor,TRA,BXXEO
definio,v4,4,nor,TRA,XXXBO
deflo,v1,1,nor,TRA,XXXEO
deflaglo,v1,1,nor,TRA,XXXFO
deflagro,v1,1,nor,TRA,XXXCO
deflammo,v1,1,nor,TRA,XXXFO
deflecto,v3,3,nor,TRA,XXXBO
deflocco,v1,1,nor,TRA,XXXEO
defloro,v1,1,nor,TRA,DXXES
defloresco,v3,3,nor,INT,XAXCO
deflorio,v3,3,nor,INT,EXXFP
defluo,v3,3,nor,INT,XXXAO
defodio,v3,3,nor,TRA,XXXBO
defoedo,v1,1,nor,TRA,DEXFS
deforcio,v1,1,nor,nor,FLXFJ
deformo,v1,1,nor,TRA,XXXBO
defraudo,v1,1,nor,TRA,XXXCO
defremo,v3,3,nor,INT,XXXFO
defrico,v1,1,nor,TRA,XXXCO
defrigesco,v3,3,nor,INT,XXXFO
defringo,v3,3,nor,TRA,XXXCO
defruo,v3,3,nor,DEP,XXXFS
defrudo,v1,1,nor,TRA,XXXCO
defrugo,v1,1,nor,TRA,XAXES
defrusto,v1,1,nor,TRA,DXXES
defrustro,v1,1,nor,DEP,XXXFO
defruto,v1,1,nor,TRA,XAXEO
defugo,v1,1,nor,TRA,DXXFS
defugio,v3,3,nor,TRA,XXXCO
defulguro,v1,1,nor,TRA,DXXFS
defundo,v3,3,nor,TRA,XXXCO
defungo,v3,3,nor,DEP,XXXBO
defutuo,v3,3,nor,TRA,XXXFD
dego,v3,3,nor,TRA,XXXCO
degenero,v1,1,nor,TRA,XXXDO
degero,v3,3,nor,TRA,XXXEO
deglabro,v1,1,nor,TRA,XXXFO
deglubo,v3,3,nor,TRA,XXXDO
deglutio,v4,4,nor,TRA,DXXCS
deglutino,v1,1,nor,TRA,XXXNO
degluttio,v4,4,nor,TRA,XXXCO
degrado,v1,1,nor,TRA,EEXEE
degrandino,v1,1,nor,IMP,XXXFO
degrasso,v1,1,nor,DEP,XXXEO
degravo,v1,1,nor,TRA,XXXCO
degredio,v3,3,nor,DEP,XXXBO
degrumo,v1,1,nor,TRA,BTXEO
degrunnio,v4,4,nor,INT,XXXFO
degulo,v1,1,nor,TRA,XXXEO
deguno,v1,1,nor,TRA,XXXFO
deguno,v3,3,nor,TRA,DXXFS
degusto,v1,1,nor,TRA,XXXCO
dehaurio,v4,4,nor,TRA,XXXFO
dehisco,v3,3,nor,INT,XXXCO
dehonesto,v1,1,nor,TRA,XXXCO
dehonoro,v1,1,nor,TRA,DXXES
dehorio,v4,4,nor,TRA,DXXFS
dehorto,v1,1,nor,DEP,XXXCO
deicio,v3,3,nor,TRA,XXXAO
deifico,v1,1,nor,TRA,XEXES
deintegro,v1,1,nor,TRA,BXXFO
dejecto,v1,1,nor,TRA,DXXFS
dejero,v1,1,nor,INT,XLXCO
dejicio,v3,3,nor,TRA,XXXAS
dejudico,v1,1,nor,TRA,XXXFO
dejugo,v1,1,nor,TRA,XXXFO
dejungo,v3,3,nor,TRA,XXXDO
dejuro,v1,1,nor,INT,XLXCO
dejuvo,v1,1,nor,INT,BXXFS
delabo,v3,3,nor,DEP,XXXAO
delaboro,v1,1,nor,INT,XXXFO
delacero,v1,1,nor,TRA,XXXFO
delacrimo,v1,1,nor,INT,XXXFO
delacrumo,v1,1,nor,INT,XXXFS
delaevo,v1,1,nor,TRA,XXXFS
delambo,v3,3,nor,TRA,XXXFO
delamento,v1,1,nor,DEP,XXXFO
delapido,v1,1,nor,TRA,XXXEO
delargio,v4,4,nor,DEP,XXXFO
delasso,v1,1,nor,TRA,XXXDO
delavo,v1,1,nor,TRA,DXXES
delecto,v1,1,nor,TRA,XXXBO
delego,v1,1,nor,TRA,XXXBO
delenio,v4,4,nor,TRA,XXXCO
delero,v1,1,nor,nor,XXXCO
delevo,v1,1,nor,TRA,XXXFO
delibo,v1,1,nor,nor,XXXBO
delibero,v1,1,nor,nor,XXXBO
delibro,v1,1,nor,TRA,XAXEO
delibuo,v3,3,nor,TRA,XXXCS
delico,v1,1,nor,TRA,XXXEO
delicio,v3,3,nor,TRA,XXXFO
deligo,v3,3,nor,TRA,XXXBO
deligo,v1,1,nor,TRA,XXXCO
delimo,v1,1,nor,TRA,XXXEO
delimito,v1,1,nor,TRA,XXXFO
delino,v3,3,nor,TRA,XXXCO
delineo,v1,1,nor,TRA,XXXDO
delingo,v3,3,nor,TRA,XXXDO
delinguo,v3,3,nor,TRA,XXXFO
delinio,v4,4,nor,TRA,XXXCO
delinio,v1,1,nor,TRA,XXXDO
delinquo,v3,3,nor,nor,XXXBO
deliquo,v1,1,nor,TRA,XXXEO
deliquesco,v3,3,nor,INT,XXXEO
deliro,v1,1,nor,nor,XXXCO
delito,v3,3,nor,INT,XXXDV
delitesco,v3,3,nor,INT,XXXCO
delitigo,v1,1,nor,INT,XXXFO
delitisco,v3,3,nor,INT,XXXBO
deluo,v3,3,nor,TRA,XXXFO
delucto,v1,1,nor,TRA,XXXEO
deludo,v3,3,nor,nor,XXXCO
deludifico,v1,1,nor,TRA,XXXEO
delumbo,v1,1,nor,TRA,XBXCO
delustro,v1,1,nor,TRA,DXXFS
deluto,v1,1,nor,TRA,DTXFO
demo,v3,3,nor,TRA,XXXBO
demadesco,v3,3,nor,INT,XXXFS
demano,v1,1,nor,INT,XXXEO
demando,v1,1,nor,TRA,XXXCO
demarcesco,v3,3,nor,INT,DXXFS
demeo,v1,1,nor,INT,XXXEO
demelio,v4,4,nor,DEP,FXXEE
demento,v1,1,nor,nor,DXXDS
dementio,v4,4,nor,INT,XXXEO
demergo,v3,3,nor,TRA,XXXBO
demeto,v3,3,nor,TRA,XAXCO
demeto,v1,1,nor,TRA,XSXFS
demetio,v4,4,nor,DEP,XSXCO
demigro,v1,1,nor,INT,XXXCO
deminoro,v1,1,nor,TRA,DXXFS
deminuo,v3,3,nor,TRA,XXXBO
demiro,v1,1,nor,DEP,XXXCO
demitigo,v1,1,nor,TRA,XXXFO
demitto,v3,3,nor,TRA,XXXAO
demolio,v4,4,nor,TRA,XXXCO
demonstro,v1,1,nor,TRA,XXXBO
demoro,v1,1,nor,DEP,XXXCO
demorio,v3,3,nor,DEP,XXXCO
demorsico,v1,1,nor,TRA,XXXFO
demorsito,v1,1,nor,TRA,DXXFS
demugio,v4,4,nor,TRA,XAXFO
demunero,v1,1,nor,DEP,DLXFS
demurmuro,v1,1,nor,TRA,XXXFO
demusso,v1,1,nor,TRA,XXXFO
demuto,v1,1,nor,nor,XXXCO
demutilo,v1,1,nor,TRA,XXXFO
demuttio,v4,4,nor,INT,DXXFS
denarro,v1,1,nor,TRA,XXXDO
denaso,v1,1,nor,TRA,BXXFO
denasco,v3,3,nor,DEP,XXXDO
denato,v1,1,nor,INT,XXXFO
denavigo,v1,1,nor,INT,XXXIO
denego,v1,1,nor,TRA,XXXCO
denigro,v1,1,nor,TRA,XXXDO
denomino,v1,1,nor,TRA,XGXCO
denormo,v1,1,nor,TRA,XXXFO
denoto,v1,1,nor,TRA,XXXCO
denso,v1,1,nor,TRA,XXXCO
dentio,v4,4,nor,INT,XXXEO
denubo,v3,3,nor,INT,XXXCO
denudo,v1,1,nor,TRA,XXXCO
denumero,v1,1,nor,TRA,XXXEO
denuntio,v1,1,nor,nor,XXXAO
deocco,v1,1,nor,TRA,XAXNO
deonero,v1,1,nor,TRA,XXXFO
deoperio,v4,4,nor,TRA,XXXNO
deopto,v1,1,nor,TRA,XXXFO
deorio,v4,4,nor,TRA,XXXFO
deosculo,v1,1,nor,DEP,XXXEO
depacisco,v3,3,nor,DEP,XXXEO
depalo,v1,1,nor,TRA,XXXEO
depalmo,v1,1,nor,TRA,XXXFO
depango,v3,3,nor,TRA,XXXDO
depasco,v3,3,nor,TRA,XXXBO
depaupero,v1,1,nor,nor,FXXEM
depecisco,v3,3,nor,DEP,XXXCO
depecto,v3,3,nor,TRA,XXXDO
depeculo,v1,1,nor,TRA,XXXEO
depello,v3,3,nor,nor,XXXAO
dependo,v3,3,nor,TRA,XXXCO
deperdo,v3,3,nor,TRA,XXXCO
depereo,v6,6,1,nor,XXXCO
depilo,v1,1,nor,TRA,XXXEC
depingo,v3,3,nor,TRA,XXXCO
deplaco,v1,1,nor,TRA,DXXES
deplano,v1,1,nor,TRA,DTXES
deplango,v3,3,nor,TRA,XXXEO
deplanto,v1,1,nor,TRA,XAXCO
deplecto,v3,3,nor,DEP,XXXFO
deploro,v1,1,nor,nor,XXXCO
depluo,v3,3,nor,INT,XXXEO
depoclo,v1,1,nor,TRA,XXXFO
depoculo,v1,1,nor,TRA,XXXFO
depolio,v4,4,nor,TRA,XXXEO
depompo,v1,1,nor,TRA,DXXFS
depono,v3,3,nor,TRA,XXXCO
depondero,v1,1,nor,INT,DXXFS
deponefacio,v3,3,nor,TRA,XXXFO
deponefio,v3,3,nor,SEM,XXXFO
deponto,v1,1,nor,TRA,XXXFO
depopulo,v1,1,nor,TRA,XWXDO
deporto,v1,1,nor,nor,XXXBO
deposco,v3,3,nor,TRA,XXXCO
depostulo,v1,1,nor,TRA,XXXFO
depraedo,v1,1,nor,TRA,DWXFS
depraedico,v1,1,nor,nor,FXXFM
depravo,v1,1,nor,TRA,XXXCO
depreco,v1,1,nor,nor,EXXFW
deprecio,v1,1,nor,TRA,DXXES
deprehendo,v3,3,nor,TRA,XXXAO
deprendo,v3,3,nor,TRA,XPXAO
depretio,v1,1,nor,TRA,XXXEO
deprimo,v3,3,nor,TRA,XXXAO
deproelio,v1,1,nor,DEP,XWXFO
depromo,v3,3,nor,TRA,XXXCO
depropero,v1,1,nor,nor,XXXDO
depso,v3,3,nor,TRA,XXXDO
depudo,v3,3,nor,IMP,XXXFO
depudesco,v3,3,nor,INT,XXXEO
depudico,v1,1,nor,TRA,DXXFS
depugno,v1,1,nor,nor,XWXCO
depuio,v4,4,nor,TRA,XXXFO
depulpo,v1,1,nor,INT,DBXFS
depulso,v1,1,nor,TRA,XXXFO
depungo,v3,3,nor,TRA,XLXFO
depuro,v1,1,nor,TRA,FXXCM
depurgo,v1,1,nor,TRA,XXXCO
deputo,v1,1,nor,TRA,XXXCO
depuvio,v4,4,nor,TRA,XXXEO
dequero,v3,3,nor,DEP,XXXEO
derado,v3,3,nor,TRA,XXXCO
deraino,v1,1,nor,TRA,FLXEM
derationo,v1,1,nor,nor,FLXEY
derelinquo,v3,3,nor,TRA,XXXBO
derepo,v3,3,nor,nor,XXXDO
derigo,v3,3,nor,nor,XXXAO
derigesco,v3,3,nor,INT,XXXCO
deripio,v3,3,nor,TRA,XXXBO
derivo,v1,1,nor,TRA,XXXCO
derodo,v3,3,nor,TRA,XXXNO
derogo,v1,1,nor,nor,XXXCO
derogito,v1,1,nor,TRA,BXXFS
deruo,v3,3,nor,nor,XXXEO
deruncino,v1,1,nor,TRA,XXXEO
derupio,v3,3,nor,TRA,XXXDS
desacrifico,v1,1,nor,TRA,XEXIO
desaevio,v4,4,nor,INT,XXXEO
desalto,v1,1,nor,TRA,XXXFO
descendo,v3,3,nor,INT,XXXAO
descindo,v3,3,nor,TRA,XXXFO
descisco,v3,3,nor,INT,XXXBO
descobino,v1,1,nor,TRA,XXXEO
describo,v3,3,nor,TRA,XXXBO
descrobo,v1,1,nor,TRA,DTXFS
desculpo,v3,3,nor,TRA,DXXFS
deseco,v1,1,nor,TRA,XAXCO
desenesco,v3,3,nor,INT,XXXFO
desero,v3,3,nor,TRA,XXXAO
deserpo,v3,3,nor,DAT,XXXEO
deservio,v4,4,nor,DAT,XXXCO
desico,v1,1,nor,TRA,XAXEO
desicco,v1,1,nor,TRA,XXXFO
desido,v3,3,nor,nor,XXXCO
desidero,v1,1,nor,TRA,XXXBO
designo,v1,1,nor,TRA,XXXBO
desilio,v4,4,nor,TRA,XXXDO
desino,v1,1,nor,nor,DXXFS
desino,v3,3,nor,nor,XXXBO
desipio,v3,3,nor,INT,XXXCO
desisto,v3,3,nor,nor,XXXBO
desolo,v1,1,nor,TRA,XXXCO
desolvo,v3,3,nor,TRA,XXXFO
despecto,v1,1,nor,TRA,XXXCO
despeculo,v1,1,nor,TRA,XXXFO
despero,v1,1,nor,nor,XXXBO
desperno,v3,3,nor,TRA,XXXEO
despico,v1,1,nor,DEP,XXXEO
despicio,v3,3,nor,nor,XXXBO
desplendesco,v3,3,nor,INT,DXXFS
despolio,v1,1,nor,TRA,XXXCO
desponso,v1,1,nor,TRA,XXXEO
desposco,v3,3,nor,nor,FXXEN
despuo,v3,3,nor,nor,XXXCO
despumo,v1,1,nor,nor,XXXCO
desquamo,v1,1,nor,TRA,XXXCO
dessico,v3,3,nor,TRA,EXXFP
desterno,v3,3,nor,TRA,EXXFS
desterto,v3,3,nor,INT,XXXFO
destico,v1,1,nor,INT,DAXFS
destillo,v1,1,nor,nor,XXXCO
destimulo,v1,1,nor,TRA,XXXFO
destino,v1,1,nor,TRA,XXXAO
destituo,v3,3,nor,TRA,XXXAO
destrangulo,v1,1,nor,TRA,XXXFS
destringo,v3,3,nor,TRA,XXXBO
destruo,v3,3,nor,TRA,XXXCO
desuo,v3,3,nor,TRA,BXXFS
desubulo,v1,1,nor,TRA,XXXEO
desudo,v1,1,nor,nor,FXXEN
desudasco,v3,3,nor,INT,XXXFO
desuefacio,v3,3,nor,SEM,XXXEO
desuefio,v3,3,nor,SEM,XXXEO
desuesco,v3,3,nor,nor,XXXDO
desugo,v3,3,nor,TRA,DXXFS
desulco,v1,1,nor,TRA,XXXFO
desulto,v1,1,nor,INT,DXXFS
desumo,v3,3,nor,TRA,XXXCO
desurgo,v3,3,nor,INT,XXXEO
detego,v3,3,nor,TRA,XXXCO
detendo,v3,3,nor,TRA,XXXEO
detenso,v1,1,nor,TRA,DXXFS
detento,v3,3,nor,TRA,DXXES
detepesco,v3,3,nor,INT,DXXFS
detero,v3,3,nor,TRA,XXXCO
deterioro,v1,1,nor,nor,EXXES
determino,v1,1,nor,TRA,XXXCO
detesto,v1,1,nor,TRA,DXXFS
detexo,v3,3,nor,TRA,XXXCO
detono,v1,1,nor,INT,XXXDO
detonso,v1,1,nor,TRA,XXXFO
detorno,v1,1,nor,TRA,XXXEO
detorso,v1,1,nor,TRA,DXXFS
detracto,v1,1,nor,TRA,XXXBO
detraho,v3,3,nor,TRA,XXXAO
detrecto,v1,1,nor,TRA,XXXBO
detriumpho,v1,1,nor,TRA,DWXFS
detrudo,v3,3,nor,TRA,XXXBO
detrunco,v1,1,nor,TRA,XXXCO
detumesco,v3,3,nor,INT,XXXEO
detundo,v3,3,nor,TRA,XBXFO
deturbo,v1,1,nor,TRA,XWXCO
deturpo,v1,1,nor,TRA,XXXEO
deuro,v3,3,nor,TRA,XXXCO
deuto,v3,3,nor,DEP,XXXFO
devago,v1,1,nor,DEP,DXXES
devasto,v1,1,nor,TRA,XWXCO
devecto,v1,1,nor,TRA,DXXFS
deveho,v3,3,nor,TRA,XXXCO
develo,v1,1,nor,TRA,XXXFO
devello,v3,3,nor,TRA,XXXDO
devenero,v1,1,nor,DEP,XEXFO
devenio,v4,4,nor,INT,XXXBO
devenusto,v1,1,nor,TRA,XXXFO
deverbero,v1,1,nor,TRA,XXXFO
devergo,v3,3,nor,INT,XXXFO
deverro,v3,3,nor,TRA,XXXEO
deverso,v1,1,nor,DEP,XXXDX
deversito,v1,1,nor,INT,XXXFO
deverto,v3,3,nor,nor,XXXBO
devesco,v3,3,nor,DEP,XXXFO
devestio,v4,4,nor,TRA,XXXFO
devexo,v1,1,nor,TRA,XXXCO
devio,v1,1,nor,INT,FXXDE
devigesco,v3,3,nor,INT,XXXFS
devinco,v3,3,nor,TRA,XXXCO
devincio,v4,4,nor,TRA,XXXBO
devirgino,v1,1,nor,TRA,XXXEO
devito,v1,1,nor,nor,XXXCO
devoco,v1,1,nor,TRA,XXXCO
devolo,v1,1,nor,INT,XXXDX
devolvo,v3,3,nor,TRA,XXXCO
devomo,v3,3,nor,TRA,XXXFO
devoro,v1,1,nor,TRA,XXXBO
devorto,v3,3,nor,nor,XXXBO
devoto,v1,1,nor,TRA,XXXFO
dibalo,v1,1,nor,TRA,XXXFO
dibucino,v1,1,nor,INT,XXXES
dico,v1,1,nor,TRA,XXXBO
dico,v3,3,nor,nor,XXXAO
dicto,v1,1,nor,TRA,XXXBO
dictito,v1,1,nor,TRA,XXXCO
dicturio,v4,4,nor,TRA,DXXFS
dido,v3,3,nor,TRA,XXXCO
didasculo,v1,1,nor,TRA,FGXFM
diduco,v3,3,nor,TRA,XXXBO
diffamo,v1,1,nor,TRA,XXXDO
differo,v3,3,nor,nor,XXXAO
diffibulo,v1,1,nor,TRA,XXXFO
diffido,v3,3,nor,SEM,XXXBO
diffindo,v3,3,nor,TRA,XXXCO
diffingo,v3,3,nor,TRA,XXXFO
diffinio,v4,4,nor,TRA,FXXFO
difflo,v1,1,nor,TRA,XXXEO
difflagito,v1,1,nor,TRA,XXXFO
diffluo,v3,3,nor,INT,XXXBO
diffluvio,v1,1,nor,INT,XXXFO
diffringo,v1,1,nor,TRA,XXXDO
diffugo,v1,1,nor,TRA,XXXES
diffugio,v3,3,nor,INT,XXXCO
diffulguro,v1,1,nor,TRA,XXXFO
diffulmino,v1,1,nor,TRA,DXXFO
diffumigo,v1,1,nor,TRA,XXXFS
diffundo,v3,3,nor,TRA,XXXBO
diffundito,v1,1,nor,TRA,XXXFO
diffutuo,v3,3,nor,TRA,XXXEO
difringo,v1,1,nor,TRA,XXXEO
digero,v3,3,nor,TRA,XXXBO
digladio,v1,1,nor,DEP,XWXEO
digno,v1,1,nor,TRA,XXXAO
dignoro,v1,1,nor,TRA,XXXFO
dignosco,v3,3,nor,TRA,BXXCO
digrasso,v1,1,nor,DEP,EXXFP
digredio,v3,3,nor,DEP,XXXCO
digrunnio,v4,4,nor,INT,XXXFS
dijudico,v1,1,nor,nor,XLXCO
dijugo,v1,1,nor,TRA,DXXFS
dijungo,v3,3,nor,nor,XXXBO
dilabo,v3,3,nor,DEP,XXXBO
dilacero,v1,1,nor,TRA,XXXDO
dilamino,v1,1,nor,TRA,XXXFO
dilanio,v1,1,nor,TRA,XXXDO
dilapido,v1,1,nor,TRA,XXXDO
dilargio,v4,4,nor,TRA,FXXEE
dilato,v1,1,nor,TRA,XXXBO
dilaudo,v1,1,nor,TRA,XXXFO
dilaxo,v1,1,nor,INT,XXXFS
dilibuo,v3,3,nor,TRA,XXXCS
dilido,v3,3,nor,TRA,XXXFO
diligo,v3,3,nor,TRA,XXXBO
diligo,v1,1,nor,TRA,XXXCO
dilinio,v1,1,nor,TRA,FXXEE
dilorico,v1,1,nor,TRA,XXXEO
diluo,v3,3,nor,TRA,XXXBO
dilucesco,v3,3,nor,INT,XXXDO
diluculo,v1,1,nor,IMP,XXXFO
diluvio,v1,1,nor,TRA,XXXFO
dimadesco,v3,3,nor,INT,XXXFO
dimano,v1,1,nor,INT,XXXES
dimeto,v1,1,nor,TRA,XSXFS
dimetio,v4,4,nor,DEP,XSXCO
dimico,v1,1,nor,INT,XWXBO
dimidio,v1,1,nor,TRA,XXXCS
diminuo,v3,3,nor,TRA,XXXDO
dimitto,v3,3,nor,TRA,XXXAO
dimminuo,v3,3,nor,TRA,XXXDO
dimolio,v4,4,nor,TRA,XXXCO
dinosco,v3,3,nor,TRA,XXXCO
dinoto,v1,1,nor,TRA,XXXFO
dinumero,v1,1,nor,TRA,XXXCO
dirado,v3,3,nor,TRA,DXXFS
diraro,v1,1,nor,TRA,XXXFO
dirationo,v1,1,nor,TRA,FLXEM
dirigo,v3,3,nor,TRA,XXXAO
dirimo,v3,3,nor,TRA,XXXBO
diripio,v3,3,nor,TRA,XXXBO
dirivo,v1,1,nor,TRA,XXXCO
dirrumpo,v3,3,nor,TRA,XXXCO
diruo,v3,3,nor,TRA,XXXCO
dirumpo,v3,3,nor,TRA,XXXCO
disamo,v1,1,nor,TRA,XXXFO
disco,v3,3,nor,TRA,XXXAO
discapedino,v1,1,nor,TRA,XXXFO
discedo,v3,3,nor,nor,XXXAX
discepto,v1,1,nor,nor,XXXDX
discerno,v3,3,nor,nor,XXXDX
discerpo,v3,3,nor,nor,XXXDX
discido,v3,3,nor,TRA,XXXEC
discindo,v3,3,nor,nor,XXXDX
discludo,v3,3,nor,nor,XXXDX
disconvenio,v4,4,nor,nor,XXXDX
discooperio,v4,4,nor,TRA,EXXDS
discoperio,v4,4,nor,TRA,EXXDP
discoquo,v3,3,nor,TRA,XXXFS
discordo,v1,1,nor,nor,XXXDX
discrepo,v1,1,nor,INT,XXXBO
discribo,v3,3,nor,nor,XXXDX
discrimino,v1,1,nor,nor,XXXDX
discrucio,v1,1,nor,nor,XXXDX
disculcio,v1,1,nor,TRA,DXXFS
discumbo,v3,3,nor,nor,XXXBX
discurro,v3,3,nor,INT,XXXEO
discuto,v3,3,nor,nor,FXXDE
discutio,v3,3,nor,nor,XXXCE
disdo,v3,3,nor,TRA,XXXCS
disgrego,v1,1,nor,TRA,EXXES
disicio,v3,3,nor,TRA,XXXBO
disilio,v4,4,nor,INT,FXXEE
disjicio,v3,3,nor,TRA,XXXCS
disjugo,v1,1,nor,TRA,DXXFS
disjungo,v3,3,nor,nor,XXXBO
dismembro,v1,1,nor,TRA,FXXDE
dispando,v3,3,nor,SEM,XXXDO
disparo,v1,1,nor,nor,XXXDX
dispartio,v4,4,nor,TRA,XXXDO
dispello,v3,3,nor,nor,XXXDX
dispendo,v3,3,nor,SEM,XXXDO
dispenso,v1,1,nor,nor,XXXDX
disperdo,v3,3,nor,TRA,EXXCW
dispereo,v6,6,1,INT,XXXCO
dispergo,v3,3,nor,nor,XXXBX
dispertio,v4,4,nor,TRA,XXXCO
dispesco,v3,3,nor,nor,XXXFS
dispicio,v3,3,nor,nor,XXXDX
displodo,v3,3,nor,nor,XXXDX
dispolio,v1,1,nor,TRA,XXXDO
dispono,v3,3,nor,TRA,XXXBO
disponso,v1,1,nor,nor,FEXFM
dispungo,v3,3,nor,nor,EXXES
disputo,v1,1,nor,nor,XXXDX
disquiro,v3,3,nor,nor,XXXEC
disraro,v1,1,nor,TRA,XXXFO
disrationo,v1,1,nor,nor,FLXFJ
disrumpo,v3,3,nor,TRA,XXXCO
dissaepio,v3,3,nor,nor,XXXDX
disseco,v1,1,nor,nor,GSXEK
disseco,v3,3,nor,TRA,EXXFP
disseisio,v4,4,nor,nor,FLXFJ
dissemino,v1,1,nor,nor,XXXDX
dissentio,v4,4,nor,nor,XXXDX
dissero,v3,3,nor,TRA,XXXFO
dissereno,v1,1,nor,IMP,XXXEC
disserto,v1,1,nor,nor,XXXDX
dissico,v1,1,nor,TRA,XXXDO
dissicio,v3,3,nor,TRA,XXXCO
dissigno,v1,1,nor,TRA,XXXDO
dissilo,v1,1,nor,INT,FXXEE
dissilio,v4,4,nor,nor,XXXDX
dissimulo,v1,1,nor,nor,XXXBX
dissipo,v1,1,nor,nor,XXXDX
dissocio,v1,1,nor,nor,XXXDX
dissolvo,v3,3,nor,nor,XXXDX
dissuo,v3,3,nor,TRA,XXXEO
dissuesco,v3,3,nor,nor,XXXFO
dissulto,v1,1,nor,nor,XXXDX
dissupo,v1,1,nor,nor,XXXFS
disto,v1,1,nor,nor,XXXDX
distabesco,v3,3,nor,INT,XXXEE
distendo,v3,3,nor,nor,XXXDX
distenno,v3,3,nor,nor,XXXDX
distermino,v1,1,nor,TRA,XXXCO
distillo,v1,1,nor,nor,XXXCO
distimulo,v1,1,nor,TRA,DXXFS
distinguo,v3,3,nor,nor,XXXDX
distraho,v3,3,nor,nor,XXXDX
